"x"
"1",1
"2",1
"3",1
"4",1
"5",1
"6",1
"7",1
"8",1
"9",1
"10",1
"11",1
"12",1
"13",1
"14",1
"15",1
"16",1
"17",1
"18",1
"19",1
"20",1
"21",1
"22",1
"23",1
"24",1
"25",1
"26",2
"27",2
"28",2
"29",2
"30",2
"31",2
"32",2
"33",2
"34",2
"35",2
"36",2
"37",2
"38",2
"39",2
"40",2
"41",2
"42",2
"43",2
"44",2
"45",2
"46",2
"47",2
"48",2
"49",2
"50",2
"51",2
"52",2
"53",3
"54",3
"55",3
"56",3
"57",3
"58",3
"59",3
"60",3
"61",3
"62",3
"63",3
"64",3
"65",3
"66",3
"67",3
"68",3
"69",3
"70",3
"71",3
"72",3
"73",3
"74",3
"75",3
"76",3
"77",3
"78",3
"79",3
"80",3
"81",3
"82",3
"83",3
"84",3
"85",4
"86",4
"87",4
"88",4
"89",4
"90",4
"91",4
"92",4
"93",4
"94",4
"95",4
"96",4
"97",4
"98",4
"99",4
"100",4
"101",4
"102",4
"103",4
"104",4
"105",4
"106",4
"107",4
"108",4
"109",4
"110",4
"111",4
"112",4
"113",4
"114",4
"115",4
"116",4
"117",4
"118",5
"119",5
"120",5
"121",5
"122",5
"123",5
"124",5
"125",5
"126",5
"127",5
"128",5
"129",5
"130",5
"131",5
"132",5
"133",5
"134",5
"135",5
"136",5
"137",5
"138",5
"139",5
"140",5
"141",5
"142",5
"143",5
"144",5
"145",5
"146",5
"147",5
"148",5
"149",5
"150",5
"151",6
"152",6
"153",6
"154",6
"155",6
"156",6
"157",6
"158",6
"159",6
"160",6
"161",6
"162",6
"163",6
"164",6
"165",6
"166",6
"167",6
"168",6
"169",6
"170",6
"171",6
"172",6
"173",6
"174",6
"175",6
"176",6
"177",6
"178",6
"179",6
"180",6
"181",6
"182",6
"183",6
"184",6
"185",6
"186",7
"187",7
"188",7
"189",7
"190",7
"191",7
"192",7
"193",7
"194",7
"195",7
"196",7
"197",7
"198",7
"199",7
"200",7
"201",7
"202",7
"203",7
"204",7
"205",7
"206",7
"207",7
"208",7
"209",7
"210",7
"211",7
"212",7
"213",7
"214",7
"215",7
"216",7
"217",7
"218",7
"219",7
"220",7
"221",7
"222",7
"223",8
"224",8
"225",8
"226",8
"227",8
"228",8
"229",8
"230",8
"231",8
"232",8
"233",8
"234",8
"235",8
"236",8
"237",8
"238",8
"239",8
"240",8
"241",8
"242",8
"243",8
"244",8
"245",8
"246",8
"247",8
"248",8
"249",8
"250",8
"251",8
"252",8
"253",8
"254",8
"255",8
"256",8
"257",8
"258",8
"259",8
"260",8
"261",9
"262",9
"263",9
"264",9
"265",9
"266",9
"267",9
"268",9
"269",9
"270",9
"271",9
"272",9
"273",9
"274",9
"275",9
"276",9
"277",9
"278",9
"279",9
"280",9
"281",9
"282",9
"283",9
"284",9
"285",9
"286",9
"287",9
"288",9
"289",9
"290",9
"291",9
"292",9
"293",9
"294",9
"295",9
"296",9
"297",9
"298",9
"299",9
"300",9
"301",9
"302",9
"303",10
"304",10
"305",10
"306",10
"307",10
"308",10
"309",10
"310",10
"311",10
"312",10
"313",10
"314",10
"315",10
"316",10
"317",10
"318",10
"319",10
"320",10
"321",10
"322",10
"323",10
"324",10
"325",10
"326",10
"327",10
"328",10
"329",10
"330",10
"331",10
"332",10
"333",10
"334",10
"335",10
"336",10
"337",10
"338",10
"339",10
"340",10
"341",10
"342",10
"343",10
"344",10
"345",10
"346",10
"347",11
"348",11
"349",11
"350",11
"351",11
"352",11
"353",11
"354",11
"355",11
"356",11
"357",11
"358",11
"359",11
"360",11
"361",11
"362",11
"363",11
"364",11
"365",11
"366",11
"367",11
"368",11
"369",11
"370",11
"371",11
"372",11
"373",11
"374",11
"375",11
"376",11
"377",11
"378",11
"379",11
"380",11
"381",11
"382",11
"383",11
"384",11
"385",11
"386",11
"387",11
"388",11
"389",11
"390",11
"391",12
"392",12
"393",12
"394",12
"395",12
"396",12
"397",12
"398",12
"399",12
"400",12
"401",12
"402",12
"403",12
"404",12
"405",12
"406",12
"407",12
"408",12
"409",12
"410",12
"411",12
"412",12
"413",12
"414",12
"415",12
"416",12
"417",12
"418",12
"419",12
"420",12
"421",12
"422",12
"423",12
"424",12
"425",12
"426",12
"427",12
"428",12
"429",12
"430",12
"431",12
"432",12
"433",12
"434",12
"435",12
"436",12
"437",12
"438",12
"439",13
"440",13
"441",13
"442",13
"443",13
"444",13
"445",13
"446",13
"447",13
"448",13
"449",13
"450",13
"451",13
"452",13
"453",13
"454",13
"455",13
"456",13
"457",13
"458",13
"459",13
"460",13
"461",13
"462",13
"463",13
"464",13
"465",13
"466",13
"467",13
"468",13
"469",13
"470",13
"471",13
"472",13
"473",13
"474",13
"475",13
"476",13
"477",13
"478",13
"479",13
"480",13
"481",13
